tiempo,ángulo
'0:0:32.25,156.56
'0:0:32.26,156.56
'0:0:32.27,156.56
'0:0:32.28,156.56
'0:0:32.29,156.56
'0:0:32.3,156.65
'0:0:32.31,156.65
'0:0:32.32,156.91
'0:0:32.33,157.09
'0:0:32.34,157.18
'0:0:32.35,157.35
'0:0:32.36,157.53
'0:0:32.37,157.62
'0:0:32.38,157.97
'0:0:32.39,158.41
'0:0:32.4,158.50
'0:0:32.41,158.94
'0:0:32.42,159.38
'0:0:32.43,159.64
'0:0:32.44,160.17
'0:0:32.45,160.69
'0:0:32.46,160.96
'0:0:32.47,161.40
'0:0:32.48,161.92
'0:0:32.49,162.28
'0:0:32.5,162.89
'0:0:32.51,163.51
'0:0:32.52,164.30
'0:0:32.53,164.56
'0:0:32.54,165.18
'0:0:32.55,165.53
'0:0:32.56,165.88
'0:0:32.57,166.58
'0:0:32.58,166.85
'0:0:32.59,167.55
'0:0:32.6,168.25
'0:0:32.61,168.52
'0:0:32.62,169.22
'0:0:32.63,169.92
'0:0:32.64,170.19
'0:0:32.65,170.80
'0:0:32.66,171.42
'0:0:32.67,171.77
'0:0:32.68,172.30
'0:0:32.69,172.91
'0:0:32.7,173.18
'0:0:32.71,173.79
'0:0:32.72,174.41
'0:0:32.73,174.67
'0:0:32.74,175.20
'0:0:32.75,175.73
'0:0:32.76,176.08
'0:0:32.77,176.52
'0:0:32.78,176.96
'0:0:32.79,177.22
'0:0:32.8,177.66
'0:0:32.81,178.01
'0:0:32.82,178.19
'0:0:32.83,178.54
'0:0:32.84,178.89
'0:0:32.85,178.98
'0:0:32.86,179.33
'0:0:32.87,179.51
'0:0:32.88,179.59
'0:0:32.89,179.86
'0:0:32.9,180.03
'0:0:32.91,180.03
'0:0:32.92,180.21
'0:0:32.93,180.30
'0:0:32.94,180.39
'0:0:32.95,180.39
'0:0:32.96,180.39
'0:0:32.97,180.39
'0:0:32.98,180.47
'0:0:32.99,180.47
'0:0:33.0,180.39
'0:0:33.01,180.21
'0:0:33.02,180.12
'0:0:33.03,180.12
'0:0:33.04,179.95
'0:0:33.05,179.68
'0:0:33.06,179.59
'0:0:33.07,179.42
'0:0:33.08,178.98
'0:0:33.09,178.80
'0:0:33.1,178.36
'0:0:33.11,177.92
'0:0:33.12,177.66
'0:0:33.13,177.31
'0:0:33.14,176.78
'0:0:33.15,176.52
'0:0:33.16,175.46
'0:0:33.17,175.20
'0:0:33.18,175.02
'0:0:33.19,174.58
'0:0:33.2,174.23
'0:0:33.21,173.97
'0:0:33.22,173.35
'0:0:33.23,172.74
'0:0:33.24,172.39
'0:0:33.25,171.86
'0:0:33.26,171.24
'0:0:33.27,170.98
'0:0:33.28,170.28
'0:0:33.29,169.57
'0:0:33.3,169.13
'0:0:33.31,168.52
'0:0:33.32,167.90
'0:0:33.33,167.64
'0:0:33.34,167.02
'0:0:33.35,166.32
'0:0:33.36,166.06
'0:0:33.37,165.44
'0:0:33.38,164.83
'0:0:33.39,164.65
'0:0:33.4,163.95
'0:0:33.41,163.42
'0:0:33.42,163.16
'0:0:33.43,162.63
'0:0:33.44,162.01
'0:0:33.45,161.84
'0:0:33.46,161.31
'0:0:33.47,160.87
'0:0:33.48,160.52
'0:0:33.49,160.08
'0:0:33.5,159.73
'0:0:33.51,159.55
'0:0:33.52,159.11
'0:0:33.53,158.76
'0:0:33.54,158.67
'0:0:33.55,158.41
'0:0:33.56,158.14
'0:0:33.57,157.97
'0:0:33.58,157.70
'0:0:33.59,157.62
'0:0:33.6,157.53
'0:0:33.61,157.35
'0:0:33.62,157.27
'0:0:33.63,157.18
'0:0:33.64,157.18
'0:0:33.65,157.09
'0:0:33.66,157.09
'0:0:33.67,157.09
'0:0:33.68,157.09
'0:0:33.69,157.09
'0:0:33.7,157.18
'0:0:33.71,157.27
'0:0:33.72,157.35
'0:0:33.73,157.62
'0:0:33.74,157.88
'0:0:33.75,157.88
'0:0:33.76,158.14
'0:0:33.77,158.50
'0:0:33.78,158.67
'0:0:33.79,159.11
'0:0:33.8,159.64
'0:0:33.81,159.99
'0:0:33.82,160.25
'0:0:33.83,160.43
'0:0:33.84,160.87
'0:0:33.85,161.13
'0:0:33.86,161.66
'0:0:33.87,161.84
'0:0:33.88,162.36
'0:0:33.89,162.89
'0:0:33.9,163.24
'0:0:33.91,163.77
'0:0:33.92,164.39
'0:0:33.93,164.74
'0:0:33.94,165.27
'0:0:33.95,165.88
'0:0:33.96,166.14
'0:0:33.97,166.85
'0:0:33.98,167.46
'0:0:33.99,167.81
'0:0:34.0,168.43
'0:0:34.01,169.31
'0:0:34.02,169.84
'0:0:34.03,169.84
'0:0:34.04,170.54
'0:0:34.05,170.89
'0:0:34.06,171.42
'0:0:34.07,172.03
'0:0:34.08,172.30
'0:0:34.09,172.83
'0:0:34.1,173.44
'0:0:34.11,173.79
'0:0:34.12,174.32
'0:0:34.13,174.85
'0:0:34.14,175.11
'0:0:34.15,175.55
'0:0:34.16,176.08
'0:0:34.17,176.25
'0:0:34.18,176.69
'0:0:34.19,177.13
'0:0:34.2,177.31
'0:0:34.21,177.75
'0:0:34.22,178.01
'0:0:34.23,178.19
'0:0:34.24,178.45
'0:0:34.25,178.80
'0:0:34.26,178.89
'0:0:34.27,179.07
'0:0:34.28,179.24
'0:0:34.29,179.33
'0:0:34.3,179.51
'0:0:34.31,179.68
'0:0:34.32,179.77
'0:0:34.33,179.86
'0:0:34.34,179.86
'0:0:34.35,179.86
'0:0:34.36,179.86
'0:0:34.37,179.86
'0:0:34.38,179.86
'0:0:34.39,179.86
'0:0:34.4,179.86
'0:0:34.41,179.86
'0:0:34.42,179.77
'0:0:34.43,179.59
'0:0:34.44,179.24
'0:0:34.45,179.07
'0:0:34.46,178.72
'0:0:34.47,178.54
'0:0:34.48,178.36
'0:0:34.49,177.92
'0:0:34.5,177.75
'0:0:34.51,177.48
'0:0:34.52,177.05
'0:0:34.53,176.87
'0:0:34.54,176.34
'0:0:34.55,175.90
'0:0:34.56,175.64
'0:0:34.57,175.11
'0:0:34.58,174.67
'0:0:34.59,174.41
'0:0:34.6,173.88
'0:0:34.61,173.35
'0:0:34.62,173.00
'0:0:34.63,172.47
'0:0:34.64,171.95
'0:0:34.65,171.59
'0:0:34.66,170.98
'0:0:34.67,170.36
'0:0:34.68,170.01
'0:0:34.69,169.40
'0:0:34.7,168.87
'0:0:34.71,168.52
'0:0:34.72,167.90
'0:0:34.73,167.29
'0:0:34.74,167.02
'0:0:34.75,166.41
'0:0:34.76,165.79
'0:0:34.77,165.53
'0:0:34.78,164.91
'0:0:34.79,164.39
'0:0:34.8,164.12
'0:0:34.81,163.59
'0:0:34.82,163.07
'0:0:34.83,162.80
'0:0:34.84,162.28
'0:0:34.85,161.84
'0:0:34.86,161.57
'0:0:34.87,161.13
'0:0:34.88,160.69
'0:0:34.89,160.52
'0:0:34.9,160.17
'0:0:34.91,159.81
'0:0:34.92,159.64
'0:0:34.93,159.29
'0:0:34.94,158.94
'0:0:34.95,158.85
'0:0:34.96,158.67
'0:0:34.97,158.41
'0:0:34.98,158.41
'0:0:34.99,158.14
'0:0:35.0,157.97
'0:0:35.01,157.88
'0:0:35.02,157.79
'0:0:35.03,157.79
'0:0:35.04,157.70
'0:0:35.05,157.79
'0:0:35.06,157.79
'0:0:35.07,157.79
'0:0:35.08,157.88
'0:0:35.09,157.88
'0:0:35.1,157.88
'0:0:35.11,158.06
'0:0:35.12,158.14
'0:0:35.13,158.14
'0:0:35.14,158.41
'0:0:35.15,158.58
'0:0:35.16,158.67
'0:0:35.17,159.02
'0:0:35.18,159.38
'0:0:35.19,159.55
'0:0:35.2,159.90
'0:0:35.21,160.25
'0:0:35.22,160.52
'0:0:35.23,160.96
'0:0:35.24,161.31
'0:0:35.25,161.57
'0:0:35.26,162.10
'0:0:35.27,162.54
'0:0:35.28,162.80
'0:0:35.29,163.24
'0:0:35.3,163.77
'0:0:35.31,164.12
'0:0:35.32,164.65
'0:0:35.33,165.18
'0:0:35.34,165.44
'0:0:35.35,166.06
'0:0:35.36,166.58
'0:0:35.37,166.94
'0:0:35.38,167.46
'0:0:35.39,168.08
'0:0:35.4,168.43
'0:0:35.41,169.05
'0:0:35.42,169.66
'0:0:35.43,169.92
'0:0:35.44,170.45
'0:0:35.45,171.07
'0:0:35.46,171.33
'0:0:35.47,171.77
'0:0:35.48,172.39
'0:0:35.49,172.65
'0:0:35.5,173.26
'0:0:35.51,173.70
'0:0:35.52,173.97
'0:0:35.53,174.50
'0:0:35.54,174.94
'0:0:35.55,175.20
'0:0:35.56,175.64
'0:0:35.57,176.08
'0:0:35.58,176.34
'0:0:35.59,176.69
'0:0:35.6,177.05
'0:0:35.61,177.22
'0:0:35.62,177.57
'0:0:35.63,177.84
'0:0:35.64,178.01
'0:0:35.65,178.19
'0:0:35.66,178.36
'0:0:35.67,178.36
'0:0:35.68,178.63
'0:0:35.69,178.80
'0:0:35.7,178.89
'0:0:35.71,178.98
'0:0:35.72,179.15
'0:0:35.73,179.24
'0:0:35.74,179.24
'0:0:35.75,179.24
'0:0:35.76,179.24
'0:0:35.77,179.24
'0:0:35.78,179.24
'0:0:35.79,179.24
'0:0:35.8,179.24
'0:0:35.81,179.24
'0:0:35.82,179.15
'0:0:35.83,178.98
'0:0:35.84,178.63
'0:0:35.85,178.45
'0:0:35.86,178.28
'0:0:35.87,177.92
'0:0:35.88,177.75
'0:0:35.89,177.40
'0:0:35.9,177.05
'0:0:35.91,176.87
'0:0:35.92,176.52
'0:0:35.93,176.08
'0:0:35.94,175.90
'0:0:35.95,175.46
'0:0:35.96,174.85
'0:0:35.97,174.67
'0:0:35.98,174.23
'0:0:35.99,173.79
'0:0:36.0,173.53
'0:0:36.01,172.47
'0:0:36.02,172.21
'0:0:36.03,172.21
'0:0:36.04,171.59
'0:0:36.05,170.98
'0:0:36.06,170.72
'0:0:36.07,170.10
'0:0:36.08,169.57
'0:0:36.09,169.31
'0:0:36.1,168.69
'0:0:36.11,168.08
'0:0:36.12,167.81
'0:0:36.13,167.29
'0:0:36.14,166.67
'0:0:36.15,166.50
'0:0:36.16,165.88
'0:0:36.17,165.35
'0:0:36.18,165.09
'0:0:36.19,164.56
'0:0:36.2,164.03
'0:0:36.21,163.77
'0:0:36.22,163.24
'0:0:36.23,162.80
'0:0:36.24,162.54
'0:0:36.25,162.10
'0:0:36.26,161.66
'0:0:36.27,161.49
'0:0:36.28,161.05
'0:0:36.29,160.61
'0:0:36.3,160.52
'0:0:36.31,160.17
'0:0:36.32,159.90
'0:0:36.33,159.73
'0:0:36.34,159.46
'0:0:36.35,159.20
'0:0:36.36,158.94
'0:0:36.37,158.85
'0:0:36.38,158.67
'0:0:36.39,158.58
'0:0:36.4,158.50
'0:0:36.41,158.32
'0:0:36.42,158.32
'0:0:36.43,158.23
'0:0:36.44,158.32
'0:0:36.45,158.23
'0:0:36.46,158.23
'0:0:36.47,158.23
'0:0:36.48,158.23
'0:0:36.49,158.32
'0:0:36.5,158.41
'0:0:36.51,158.50
'0:0:36.52,158.58
'0:0:36.53,158.76
'0:0:36.54,158.94
'0:0:36.55,159.11
'0:0:36.56,159.38
'0:0:36.57,159.55
'0:0:36.58,159.81
'0:0:36.59,160.17
'0:0:36.6,160.34
'0:0:36.61,160.69
'0:0:36.62,161.05
'0:0:36.63,161.31
'0:0:36.64,161.75
'0:0:36.65,162.19
'0:0:36.66,162.45
'0:0:36.67,162.89
'0:0:36.68,163.33
'0:0:36.69,163.59
'0:0:36.7,164.03
'0:0:36.71,164.56
'0:0:36.72,164.83
'0:0:36.73,165.35
'0:0:36.74,165.97
'0:0:36.75,166.14
'0:0:36.76,166.76
'0:0:36.77,167.29
'0:0:36.78,167.64
'0:0:36.79,168.17
'0:0:36.8,168.78
'0:0:36.81,169.05
'0:0:36.82,169.57
'0:0:36.83,170.10
'0:0:36.84,170.36
'0:0:36.85,170.89
'0:0:36.86,171.42
'0:0:36.87,171.68
'0:0:36.88,172.21
'0:0:36.89,172.74
'0:0:36.9,172.91
'0:0:36.91,173.44
'0:0:36.92,173.97
'0:0:36.93,174.14
'0:0:36.94,174.67
'0:0:36.95,175.11
'0:0:36.96,175.29
'0:0:36.97,175.73
'0:0:36.98,176.08
'0:0:36.99,176.34
'0:0:37.0,176.87
'0:0:37.01,177.05
'0:0:37.02,177.13
'0:0:37.03,177.48
'0:0:37.04,177.66
'0:0:37.05,177.75
'0:0:37.06,177.92
'0:0:37.07,178.01
'0:0:37.08,178.10
'0:0:37.09,178.28
'0:0:37.1,178.36
'0:0:37.11,178.45
'0:0:37.12,178.63
'0:0:37.13,178.72
'0:0:37.14,178.63
'0:0:37.15,178.72
'0:0:37.16,178.72
'0:0:37.17,178.72
'0:0:37.18,178.63
'0:0:37.19,178.63
'0:0:37.2,178.72
'0:0:37.21,178.63
'0:0:37.22,178.45
'0:0:37.23,178.36
'0:0:37.24,178.19
'0:0:37.25,177.92
'0:0:37.26,177.75
'0:0:37.27,177.40
'0:0:37.28,177.13
'0:0:37.29,176.96
'0:0:37.3,176.52
'0:0:37.31,176.17
'0:0:37.32,175.99
'0:0:37.33,175.64
'0:0:37.34,175.29
'0:0:37.35,175.02
'0:0:37.36,174.58
'0:0:37.37,174.06
'0:0:37.38,173.88
'0:0:37.39,173.44
'0:0:37.4,173.00
'0:0:37.41,172.74
'0:0:37.42,172.30
'0:0:37.43,171.68
'0:0:37.44,171.42
'0:0:37.45,170.80
'0:0:37.46,170.28
'0:0:37.47,170.01
'0:0:37.48,169.48
'0:0:37.49,168.87
'0:0:37.5,168.61
'0:0:37.51,168.08
'0:0:37.52,167.64
'0:0:37.53,167.37
'0:0:37.54,166.76
'0:0:37.55,166.23
'0:0:37.56,165.97
'0:0:37.57,165.44
'0:0:37.58,165.00
'0:0:37.59,164.74
'0:0:37.6,164.21
'0:0:37.61,163.68
'0:0:37.62,163.51
'0:0:37.63,162.98
'0:0:37.64,162.36
'0:0:37.65,162.01
'0:0:37.66,161.75
'0:0:37.67,161.66
'0:0:37.68,161.31
'0:0:37.69,161.05
'0:0:37.7,160.78
'0:0:37.71,160.61
'0:0:37.72,160.34
'0:0:37.73,160.08
'0:0:37.74,159.99
'0:0:37.75,159.73
'0:0:37.76,159.55
'0:0:37.77,159.38
'0:0:37.78,159.20
'0:0:37.79,159.02
'0:0:37.8,158.94
'0:0:37.81,158.94
'0:0:37.82,158.85
'0:0:37.83,158.85
'0:0:37.84,158.85
'0:0:37.85,158.85
'0:0:37.86,158.85
'0:0:37.87,158.85
'0:0:37.88,158.94
'0:0:37.89,158.94
'0:0:37.9,159.02
'0:0:37.91,159.11
'0:0:37.92,159.11
'0:0:37.93,159.29
'0:0:37.94,159.46
'0:0:37.95,159.55
'0:0:37.96,159.81
'0:0:37.97,160.08
'0:0:37.98,160.34
'0:0:37.99,160.61
'0:0:38.0,160.96
'0:0:38.01,161.49
'0:0:38.02,161.92
'0:0:38.03,161.92
'0:0:38.04,162.10
'0:0:38.05,162.45
'0:0:38.06,162.89
'0:0:38.07,163.16
'0:0:38.08,163.59
'0:0:38.09,164.03
'0:0:38.1,164.30
'0:0:38.11,164.74
'0:0:38.12,165.27
'0:0:38.13,165.44
'0:0:38.14,165.97
'0:0:38.15,166.58
'0:0:38.16,166.85
'0:0:38.17,167.37
'0:0:38.18,167.99
'0:0:38.19,168.25
'0:0:38.2,168.69
'0:0:38.21,169.22
'0:0:38.22,169.48
'0:0:38.23,170.01
'0:0:38.24,170.45
'0:0:38.25,170.72
'0:0:38.26,171.24
'0:0:38.27,171.68
'0:0:38.28,172.39
'0:0:38.29,172.65
'0:0:38.3,173.18
'0:0:38.31,173.44
'0:0:38.32,173.62
'0:0:38.33,174.06
'0:0:38.34,174.23
'0:0:38.35,174.67
'0:0:38.36,175.11
'0:0:38.37,175.29
'0:0:38.38,175.64
'0:0:38.39,175.99
'0:0:38.4,176.08
'0:0:38.41,176.43
'0:0:38.42,176.69
'0:0:38.43,176.78
'0:0:38.44,177.05
'0:0:38.45,177.22
'0:0:38.46,177.31
'0:0:38.47,177.57
'0:0:38.48,177.75
'0:0:38.49,177.75
'0:0:38.5,177.84
'0:0:38.51,177.92
'0:0:38.52,177.92
'0:0:38.53,178.01
'0:0:38.54,178.10
'0:0:38.55,178.01
'0:0:38.56,178.10
'0:0:38.57,178.10
'0:0:38.58,178.01
'0:0:38.59,178.01
'0:0:38.6,178.01
'0:0:38.61,177.92
'0:0:38.62,177.75
'0:0:38.63,177.57
'0:0:38.64,177.40
'0:0:38.65,177.31
'0:0:38.66,177.13
'0:0:38.67,176.96
'0:0:38.68,176.61
'0:0:38.69,176.25
'0:0:38.7,176.08
'0:0:38.71,175.73
'0:0:38.72,175.37
'0:0:38.73,175.20
'0:0:38.74,174.76
'0:0:38.75,174.32
'0:0:38.76,174.06
'0:0:38.77,173.70
'0:0:38.78,173.26
'0:0:38.79,173.09
'0:0:38.8,172.65
'0:0:38.81,172.12
'0:0:38.82,171.86
'0:0:38.83,171.33
'0:0:38.84,170.89
'0:0:38.85,170.63
'0:0:38.86,170.19
'0:0:38.87,169.57
'0:0:38.88,169.31
'0:0:38.89,168.78
'0:0:38.9,168.25
'0:0:38.91,167.90
'0:0:38.92,167.02
'0:0:38.93,166.67
'0:0:38.94,166.50
'0:0:38.95,165.97
'0:0:38.96,165.70
'0:0:38.97,165.44
'0:0:38.98,165.00
'0:0:38.99,164.56
'0:0:39.0,164.30
'0:0:39.01,163.33
'0:0:39.02,163.16
'0:0:39.03,163.16
'0:0:39.04,162.72
'0:0:39.05,162.36
'0:0:39.06,162.19
'0:0:39.07,161.75
'0:0:39.08,161.40
'0:0:39.09,161.31
'0:0:39.1,160.96
'0:0:39.11,160.69
'0:0:39.12,160.52
'0:0:39.13,160.34
'0:0:39.14,160.08
'0:0:39.15,159.99
'0:0:39.16,159.81
'0:0:39.17,159.64
'0:0:39.18,159.55
'0:0:39.19,159.29
'0:0:39.2,159.20
'0:0:39.21,159.20
'0:0:39.22,159.11
'0:0:39.23,159.11
'0:0:39.24,159.11
'0:0:39.25,159.11
'0:0:39.26,159.11
'0:0:39.27,159.11
'0:0:39.28,159.11
'0:0:39.29,159.20
'0:0:39.3,159.29
'0:0:39.31,159.38
'0:0:39.32,159.46
'0:0:39.33,159.55
'0:0:39.34,159.81
'0:0:39.35,160.08
'0:0:39.36,160.25
'0:0:39.37,160.43
'0:0:39.38,160.69
'0:0:39.39,160.87
'0:0:39.4,161.13
'0:0:39.41,161.49
'0:0:39.42,161.75
'0:0:39.43,162.19
'0:0:39.44,162.54
'0:0:39.45,162.72
'0:0:39.46,163.16
'0:0:39.47,163.51
'0:0:39.48,163.77
'0:0:39.49,164.21
'0:0:39.5,164.65
'0:0:39.51,164.83
'0:0:39.52,165.35
'0:0:39.53,165.88
'0:0:39.54,166.14
'0:0:39.55,166.58
'0:0:39.56,167.37
'0:0:39.57,167.81
'0:0:39.58,168.08
'0:0:39.59,168.34
'0:0:39.6,168.87
'0:0:39.61,169.13
'0:0:39.62,169.66
'0:0:39.63,169.84
'0:0:39.64,170.28
'0:0:39.65,170.80
'0:0:39.66,170.98
'0:0:39.67,171.51
'0:0:39.68,172.03
'0:0:39.69,172.21
'0:0:39.7,172.65
'0:0:39.71,173.09
'0:0:39.72,173.26
'0:0:39.73,173.70
'0:0:39.74,174.14
'0:0:39.75,174.32
'0:0:39.76,174.67
'0:0:39.77,175.02
'0:0:39.78,175.20
'0:0:39.79,175.55
'0:0:39.8,175.90
'0:0:39.81,176.08
'0:0:39.82,176.25
'0:0:39.83,176.43
'0:0:39.84,176.52
'0:0:39.85,176.69
'0:0:39.86,176.96
'0:0:39.87,177.05
'0:0:39.88,177.13
'0:0:39.89,177.40
'0:0:39.9,177.48
'0:0:39.91,177.48
'0:0:39.92,177.57
'0:0:39.93,177.57
'0:0:39.94,177.57
'0:0:39.95,177.57
'0:0:39.96,177.57
'0:0:39.97,177.57
'0:0:39.98,177.66
'0:0:39.99,177.57
'0:0:40.0,177.57
'0:0:40.01,177.31
'0:0:40.02,177.13
'0:0:40.03,177.13
'0:0:40.04,176.96
'0:0:40.05,176.78
'0:0:40.06,176.52
'0:0:40.07,176.25
'0:0:40.08,176.08
'0:0:40.09,175.90
'0:0:40.1,175.55
'0:0:40.11,175.37
'0:0:40.12,175.02
'0:0:40.13,174.67
'0:0:40.14,174.41
'0:0:40.15,174.06
'0:0:40.16,173.62
'0:0:40.17,173.44
'0:0:40.18,173.00
'0:0:40.19,172.56
'0:0:40.2,171.86
'0:0:40.21,171.68
'0:0:40.22,171.16
'0:0:40.23,170.89
'0:0:40.24,170.63
'0:0:40.25,170.19
'0:0:40.26,169.92
'0:0:40.27,169.40
'0:0:40.28,168.96
'0:0:40.29,168.69
'0:0:40.3,168.17
'0:0:40.31,167.73
'0:0:40.32,167.46
'0:0:40.33,166.94
'0:0:40.34,166.41
'0:0:40.35,166.14
'0:0:40.36,165.70
'0:0:40.37,165.27
'0:0:40.38,165.09
'0:0:40.39,164.65
'0:0:40.4,164.12
'0:0:40.41,163.95
'0:0:40.42,163.51
'0:0:40.43,163.16
'0:0:40.44,162.89
'0:0:40.45,162.54
'0:0:40.46,162.19
'0:0:40.47,162.01
'0:0:40.48,161.75
'0:0:40.49,161.40
'0:0:40.5,161.22
'0:0:40.51,160.96
'0:0:40.52,160.69
'0:0:40.53,160.61
'0:0:40.54,160.34
'0:0:40.55,160.25
'0:0:40.56,160.17
'0:0:40.57,159.99
'0:0:40.58,159.81
'0:0:40.59,159.73
'0:0:40.6,159.64
'0:0:40.61,159.55
'0:0:40.62,159.55
'0:0:40.63,159.46
'0:0:40.64,159.46
'0:0:40.65,159.46
'0:0:40.66,159.46
'0:0:40.67,159.46
'0:0:40.68,159.46
'0:0:40.69,159.55
'0:0:40.7,159.55
'0:0:40.71,159.64
'0:0:40.72,159.81
'0:0:40.73,160.08
'0:0:40.74,160.17
'0:0:40.75,160.43
'0:0:40.76,160.69
'0:0:40.77,160.78
'0:0:40.78,161.05
'0:0:40.79,161.40
'0:0:40.8,161.57
'0:0:40.81,161.84
'0:0:40.82,162.19
'0:0:40.83,162.36
'0:0:40.84,163.07
'0:0:40.85,163.24
'0:0:40.86,163.51
'0:0:40.87,163.86
'0:0:40.88,164.12
'0:0:40.89,164.30
'0:0:40.9,164.74
'0:0:40.91,165.18
'0:0:40.92,165.44
'0:0:40.93,165.97
'0:0:40.94,166.50
'0:0:40.95,166.67
'0:0:40.96,167.20
'0:0:40.97,167.64
'0:0:40.98,167.90
'0:0:40.99,168.34
'0:0:41.0,168.87
'0:0:41.01,169.57
'0:0:41.02,170.01
'0:0:41.03,170.01
'0:0:41.04,170.19
'0:0:41.05,170.72
'0:0:41.06,171.16
'0:0:41.07,171.42
'0:0:41.08,171.86
'0:0:41.09,172.21
'0:0:41.1,172.47
'0:0:41.11,172.91
'0:0:41.12,173.35
'0:0:41.13,173.53
'0:0:41.14,173.88
'0:0:41.15,174.23
'0:0:41.16,174.41
'0:0:41.17,174.76
'0:0:41.18,175.11
'0:0:41.19,175.29
'0:0:41.2,175.46
'0:0:41.21,175.81
'0:0:41.22,175.90
'0:0:41.23,176.08
'0:0:41.24,176.34
'0:0:41.25,176.43
'0:0:41.26,176.61
'0:0:41.27,176.69
'0:0:41.28,176.78
'0:0:41.29,176.87
'0:0:41.3,177.05
'0:0:41.31,177.05
'0:0:41.32,177.13
'0:0:41.33,177.13
'0:0:41.34,177.13
'0:0:41.35,177.13
'0:0:41.36,177.13
'0:0:41.37,177.13
'0:0:41.38,177.13
'0:0:41.39,177.13
'0:0:41.4,177.13
'0:0:41.41,177.05
'0:0:41.42,176.78
'0:0:41.43,176.69
'0:0:41.44,176.52
'0:0:41.45,176.34
'0:0:41.46,176.17
'0:0:41.47,175.90
'0:0:41.48,175.37
'0:0:41.49,175.20
'0:0:41.5,174.94
'0:0:41.51,174.85
'0:0:41.52,174.50
'0:0:41.53,174.32
'0:0:41.54,173.88
'0:0:41.55,173.70
'0:0:41.56,173.26
'0:0:41.57,172.91
'0:0:41.58,172.74
'0:0:41.59,172.39
'0:0:41.6,171.95
'0:0:41.61,171.68
'0:0:41.62,171.16
'0:0:41.63,170.72
'0:0:41.64,170.54
'0:0:41.65,170.10
'0:0:41.66,169.48
'0:0:41.67,169.31
'0:0:41.68,168.78
'0:0:41.69,168.34
'0:0:41.7,168.17
'0:0:41.71,167.64
'0:0:41.72,167.20
'0:0:41.73,166.94
'0:0:41.74,166.50
'0:0:41.75,165.97
'0:0:41.76,165.79
'0:0:41.77,165.35
'0:0:41.78,165.00
'0:0:41.79,164.74
'0:0:41.8,164.30
'0:0:41.81,163.86
'0:0:41.82,163.68
'0:0:41.83,163.33
'0:0:41.84,162.89
'0:0:41.85,162.72
'0:0:41.86,162.36
'0:0:41.87,162.10
'0:0:41.88,161.92
'0:0:41.89,161.66
'0:0:41.9,161.40
'0:0:41.91,161.22
'0:0:41.92,160.96
'0:0:41.93,160.78
'0:0:41.94,160.69
'0:0:41.95,160.52
'0:0:41.96,160.34
'0:0:41.97,160.34
'0:0:41.98,160.17
'0:0:41.99,160.08
'0:0:42.0,160.08
'0:0:42.01,159.90
'0:0:42.02,159.90
'0:0:42.03,159.90
'0:0:42.04,159.90
'0:0:42.05,159.90
'0:0:42.06,159.90
'0:0:42.07,159.90
'0:0:42.08,159.99
'0:0:42.09,159.99
'0:0:42.1,160.08
'0:0:42.11,160.17
'0:0:42.12,160.43
'0:0:42.13,160.52
'0:0:42.14,160.69
'0:0:42.15,160.87
'0:0:42.16,160.96
'0:0:42.17,161.22
'0:0:42.18,161.40
'0:0:42.19,161.66
'0:0:42.2,162.01
'0:0:42.21,162.10
'0:0:42.22,162.45
'0:0:42.23,162.80
'0:0:42.24,162.98
'0:0:42.25,163.33
'0:0:42.26,163.77
'0:0:42.27,163.95
'0:0:42.28,164.30
'0:0:42.29,164.74
'0:0:42.3,164.91
'0:0:42.31,165.35
'0:0:42.32,165.79
'0:0:42.33,166.06
'0:0:42.34,166.58
'0:0:42.35,167.02
'0:0:42.36,167.20
'0:0:42.37,167.64
'0:0:42.38,168.17
'0:0:42.39,168.34
'0:0:42.4,168.87
'0:0:42.41,169.31
'0:0:42.42,169.57
'0:0:42.43,169.92
'0:0:42.44,170.36
'0:0:42.45,170.54
'0:0:42.46,170.98
'0:0:42.47,171.51
'0:0:42.48,171.68
'0:0:42.49,172.12
'0:0:42.5,172.47
'0:0:42.51,172.74
'0:0:42.52,173.09
'0:0:42.53,173.44
'0:0:42.54,173.62
'0:0:42.55,173.97
'0:0:42.56,174.23
'0:0:42.57,174.41
'0:0:42.58,174.76
'0:0:42.59,175.02
'0:0:42.6,175.20
'0:0:42.61,175.37
'0:0:42.62,175.64
'0:0:42.63,175.73
'0:0:42.64,175.90
'0:0:42.65,176.08
'0:0:42.66,176.17
'0:0:42.67,176.34
'0:0:42.68,176.43
'0:0:42.69,176.52
'0:0:42.7,176.61
'0:0:42.71,176.69
'0:0:42.72,176.69
'0:0:42.73,176.78
'0:0:42.74,176.78
'0:0:42.75,176.78
'0:0:42.76,176.69
'0:0:42.77,176.78
'0:0:42.78,176.78
'0:0:42.79,176.69
'0:0:42.8,176.61
'0:0:42.81,176.52
'0:0:42.82,176.43
'0:0:42.83,176.25
'0:0:42.84,176.17
'0:0:42.85,175.90
'0:0:42.86,175.73
'0:0:42.87,175.55
'0:0:42.88,175.37
'0:0:42.89,174.94
'0:0:42.9,174.76
'0:0:42.91,174.41
'0:0:42.92,174.06
'0:0:42.93,173.97
'0:0:42.94,173.53
'0:0:42.95,173.18
'0:0:42.96,173.09
'0:0:42.97,172.74
'0:0:42.98,172.30
'0:0:42.99,172.21
'0:0:43.0,171.77
